listid,faction,totalhealth,totalmainattack,totalagility,totalupgradecount,totaluselesscount,totaluselesscost,shipcount,avginitiative,yasb
GlaDos#2,separatistalliance,25,11,7,10,2,4,4,2.5,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z344X124W223W236W229Y309X99W208W249Y335XWW234W32W59WWWWY307XWW&sn=Random%20Squad&obs=
Gokuja#1,scumandvillainy,24,10,10,5,0,0,5,4.2,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z85XWW136W83WWWWY140XW206WWW94WY302X256WY398XWWWY93XWW&sn=Random%20Squad&obs=
Gokuja#2,firstorder,24,8,5,14,3,11,3,2.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z281X186W206W32W37W53WW114W236Y285X132WWW76W111WY385XW202WW88W113W166&sn=Random%20Squad&obs=
GoldenTiger5#1,galacticempire,24,8,5,8,1,7,3,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z226X166Y215XWW32W15W49W82WW164WY209XW86WW106&sn=Random%20Squad&obs=
GoldenTiger5#2,separatistalliance,21,13,12,7,1,6,5,3.2,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z344XW223WW229Y343XW208WY357X126W133Y353X116Y310X100WW&sn=Random%20Squad&obs=
GreenDragoon#1,galacticrepublic,18,8,10,7,0,0,4,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z331X125WW2W135Y318X124WWY278XW214W200WY314XW233WW&sn=Random%20Squad&obs=
GreenDragoon#2,resistance,31,9,6,7,1,1,4,3.75,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z377XWW190W310W108W104WY245XWWW244WWWW193Y380XWWWWWY352XWWW61WWW&sn=Random%20Squad&obs=
Greg Smith#1,rebelalliance,24,11,8,6,0,0,4,3.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z67X72WWW138W167Y27XWWW7WWWY3XWW2WW142Y23XWWWW&sn=Random%20Squad&obs=
Greg Smith#2,firstorder,20,9,10,9,3,6,4,3.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z263XW186W108Y385XW202WW86W111WY384XWW102W249Y242XWWW88WW166&sn=Random%20Squad&obs=
gregkash#1,galacticempire,25,9,8,10,1,3,4,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z184X125WW37W164Y164X114W134W102WW139WWY207XW234W97WWWWW249Y218XW&sn=Random%20Squad&obs=
gregkash#2,resistance,25,9,8,14,1,1,4,1.75,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z379XW245W92W236W165WY378X256WW196W94W165W104W315Y348XW192WY255X2WW175W206WW&sn=Random%20Squad&obs=
Harri Sharp#1,galacticrepublic,26,9,7,4,1,7,4,4.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z315XW102WY341X134WWWWY366XWWW86WWWY278X212WWW&sn=Random%20Squad&obs=
Harri Sharp#2,scumandvillainy,31,13,11,8,0,0,6,2.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z158X125W99WWY158X126W99W93WY230X43W71W94WWWY159XWWY145XWWWWWWWY159XWW&sn=Random%20Squad&obs=
Helpme87#1,resistance,27,11,10,13,3,9,5,2.2,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z380X101W2W95W166W108W315Y348X206WWY379X100W231W92WW108WY256X133WWW175WWWY345XWWW&sn=Random%20Squad&obs=
Helpme87#2,rebelalliance,25,7,5,8,1,2,3,4.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z393XW99W81W21WWWW154Y17XWWW88W32W317WW104Y13XW&sn=Random%20Squad&obs=
HeretikalOrca#1,firstorder,16,8,9,9,1,1,3,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z233X256W202W108Y286X202W134W102Y386X186W136W99&sn=Random%20Squad&obs=
HeretikalOrca#2,galacticrepublic,30,10,9,4,0,0,5,3.2,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z363X137W134WWW68WY320XW102WY331XWWWY360XWWWWWWY312XWWW&sn=Random%20Squad&obs=
higgo#1,galacticrepublic,31,10,8,6,0,0,5,2.4,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z317XWW106Y362XW137W136WW37WWY364XWWW225WWWY323XWW234Y319XW&sn=Random%20Squad&obs=
higgo#2,resistance,27,9,7,13,2,9,4,2.75,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z377XWW2W95WWW315Y380X101W197WWWWY347X198W232WW188W243WWY255X196WW175WW171W99&sn=Random%20Squad&obs=
Hobologist#1,scumandvillainy,27,11,8,4,0,0,4,3.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z122X102WWWWY84XWWW12WWW247WY88XWWWWWWY119XW98WWWW&sn=Random%20Squad&obs=
Hobologist#2,rebelalliance,26,10,6,8,0,0,4,3.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z56X115W311WY2X132W136W7W108W142Y58XWWWY25XWWW3WWW&sn=Random%20Squad&obs=
hockeydude41#1,rebelalliance,27,10,8,3,0,0,4,3.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z52XWW101Y79X118W136WWWWY29XWWWWWWY21XWWWW&sn=Random%20Squad&obs=
hockeydude41#2,firstorder,28,10,5,7,1,1,3,1.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z290X318WY238X186W185WW180W179W12WW108Y281XWWWWWWW&sn=Random%20Squad&obs=
Howard Bsky#1,rebelalliance,31,10,6,5,0,0,4,2.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z64XW113W138WWWW76WY18XWW100W86WWWWY13XWY72XWWWW&sn=Random%20Squad&obs=
Howard Bsky#2,galacticrepublic,28,10,9,4,0,0,5,2.6,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z317XW101WY330XW213WY319X100W109Y366XWWWWWWY323XWW&sn=Random%20Squad&obs=
Hunter Borys#1,rebelalliance,27,10,6,5,0,0,4,3.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z20X134W99W98WWW235WWY12XWWWWW142Y58XWWWY55XWW&sn=Random%20Squad&obs=
Hunter Borys#2,firstorder,26,11,10,6,0,0,4,2.75,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z265X202WY282XWWWW194W10WW106Y287XWW135WY235X132WW&sn=Random%20Squad&obs=
Ian#1,resistance,21,7,5,16,0,0,3,4.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z296X312WW175W178W171W12Y351X123W198W12W134W188W246W205W109Y377XW102W197WW109WW&sn=Random%20Squad&obs=
Ian#2,rebelalliance,23,8,6,4,1,1,3,4.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z43XWW90WWW236WWY56XWW109Y21XW111WWW&sn=Random%20Squad&obs=
idletauntaun#1,scumandvillainy,23,10,9,7,0,0,4,3.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z127XWWWWW160Y98X125W134Y157XWW91WY156XW98W92W164&sn=Random%20Squad&obs=
idletauntaun#2,rebelalliance,28,10,6,4,0,0,4,3.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z64XWW137WW48WWWY47XWWWWWY70X75WWWW167Y55XWW&sn=Random%20Squad&obs=
Ilov3cupcak3s#1,firstorder,22,8,6,9,1,1,3,4.333333333333333,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z238X202WW180W54W37W13W112W108Y397X126W318WWWWY233XWW&sn=Random%20Squad&obs=
Ilov3cupcak3s#2,scumandvillainy,35,9,6,6,0,0,4,2.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z400XW10WWW96WW159WY88X137WWW2W316WWY115XWWWWWWWY130XWWWWW&sn=Random%20Squad&obs=
IMpintobeanz#1,scumandvillainy,24,10,8,4,0,0,4,2.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z114XWWWW165W156Y148X256W240WWWY156XWWWY111XWWWW&sn=Random%20Squad&obs=
IMpintobeanz#2,resistance,25,9,8,6,0,0,4,3.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z377XWW195WWWWY350X131W206W245WY244X199WWWWWWWY301XWW198&sn=Random%20Squad&obs=
Interceptor#1,firstorder,29,10,5,9,0,0,3,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z288XWW194WWW13W112W164Y266X124W186WY288XWWW180WW10WW103&sn=Random%20Squad&obs=
Interceptor#2,galacticrepublic,25,8,7,8,1,3,4,4.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z312X75WW200WY332X118WW233W134Y365X119WW135WWWW249Y360XWWWWWW&sn=Random%20Squad&obs=
irishspring4545#1,rebelalliance,26,9,6,7,2,15,4,3.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z78XW135W40W84WWY49X316WW108WW156Y55XWWY28X127WWWWWW&sn=Random%20Squad&obs=
irishspring4545#2,galacticrepublic,27,9,6,10,1,2,4,3.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z366X129W137W134WWW316W109Y317X122WWY331X117W113WWY341XW59W88WW&sn=Random%20Squad&obs=
JaceS#1,firstorder,22,9,6,7,1,2,3,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384X131W178WW109Y385X181WWW88WW109Y238XWW32WWWWW&sn=Random%20Squad&obs=
JaceS#2,separatistalliance,25,10,7,7,0,0,4,1.75,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z307XWWY329X112W224WWWY336X13WW32W219W316WWWY328XW222WW&sn=Random%20Squad&obs=
jagsba#1,galacticrepublic,26,9,7,10,1,7,4,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z320X125WW164Y332X116W240W5W135Y321X99W165Y339XW217W86WW&sn=Random%20Squad&obs=
jagsba#2,galacticempire,22,10,10,7,1,2,4,3.75,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z174X128W112W98WY180X132WWY166X113W12WW60WWY171XWW&sn=Random%20Squad&obs=
JamaicanLumberjack#1,separatistalliance,24,10,8,9,0,0,4,3.5,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z327X134W98WWWY335X132W13W135WWW71W103WW239Y356XWY326XWW70WW&sn=Random%20Squad&obs=
JamaicanLumberjack#2,galacticempire,18,8,6,11,1,1,3,4.333333333333333,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z211X133WWW108Y169X251W114W98Y166X114W10W15W32W109W162&sn=Random%20Squad&obs=
jamaljohar#1,scumandvillainy,28,11,11,6,0,0,5,2.4,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z88XW135WWW316WWY136X121W106W102Y135X131WWY303XY130XWWWWW&sn=Random%20Squad&obs=
jamaljohar#2,resistance,22,8,6,10,1,3,3,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z295X102WW244W174WW166W193Y270XWW102W178Y257XWW249W175WW171W&sn=Random%20Squad&obs=
Jamatang#1,resistance,33,11,8,7,0,0,5,2.6,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z347XW232WW54W246W190WY349XWWWY380XWWWWWY346XW12WWWW196WY297XWWW175WWW&sn=Random%20Squad&obs=
Jamatang#2,rebelalliance,23,9,4,6,0,0,3,4.333333333333333,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z46XW70W18WWW156Y61XWWWWWWWW148Y67XW19WW138W&sn=Random%20Squad&obs=
James Carman#1,galacticrepublic,18,8,10,6,0,0,4,4.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z323X112W4W135Y312X251W241W200WY278XWWWY332XWWW&sn=Random%20Squad&obs=
James Carman#2,scumandvillainy,36,11,6,3,0,0,4,2.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z124XWW91WW165Y153XWWWWWWWWY154XWWW25WWWWWY141XWWWW&sn=Random%20Squad&obs=
JamietheBruce#1,galacticempire,26,10,8,3,0,0,4,3.25,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z188XWWWWWY195X128WW12W98Y207XWWWWWWWY183XWWW&sn=Random%20Squad&obs=
JamietheBruce#2,resistance,20,7,7,11,1,6,3,3.3333333333333335,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z389X124W113WW230W174W90WWWY271X132W126W102W198Y388XW98W198&sn=Random%20Squad&obs=
Jared M Paul#1,galacticempire,22,9,10,5,0,0,4,3.75,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z175X126W113W311W247Y196XWW12WY187XWWWWWY208XWWWWWW&sn=Random%20Squad&obs=
Jared M Paul#2,rebelalliance,26,11,10,4,0,0,5,2.8,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z70X75W21WW2WY53XW101Y75XWWWWWWY55XWWY48XWWWWW&sn=Random%20Squad&obs=
Jared Mackert#1,separatistalliance,24,10,7,8,0,0,4,2.5,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z335XWW136WW30WW165WW239Y344X131WWWY337X101WWY328X113WWW237&sn=Random%20Squad&obs=
Jared Mackert#2,resistance,31,9,4,7,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z389XWW206WW86WWWW106Y291XWW188WWW67WWY252XW195WW175WWW&sn=Random%20Squad&obs=
Jazz#1,firstorder,19,10,10,6,1,1,4,4.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z382X319WW100W247Y384XWWW236Y243XWWWW240WY259X206WWWW&sn=Random%20Squad&obs=
Jazz#2,separatistalliance,23,14,13,5,0,0,6,2.6666666666666665,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z311XW208WY356XWY310X209WWY324X135W100W71WWY305XWWWY309XWW&sn=Random%20Squad&obs=
JBark#1,scumandvillainy,30,11,10,3,0,0,5,3.4,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z302X256WY110XWWWW110WY249XWY158XWWWY90XW311WWWWWW&sn=Random%20Squad&obs=
JBark#2,galacticempire,32,7,3,5,0,0,3,4.333333333333333,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z396XWW50WWWWW109WY161X127WWWWWY191XWWWWW70W69W&sn=Random%20Squad&obs=
JBeck#1,rebelalliance,25,10,8,7,0,0,4,2.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z28X120W138WW2W109W69W86Y24XW134WWY15XY59XWWW&sn=Random%20Squad&obs=
JBeck#2,resistance,21,9,9,16,1,3,4,2.75,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z271X122WW98W206Y380X102W4W310W108W106W315Y252X127W197W215W175WW171WY350XW178W243W&sn=Random%20Squad&obs=
JDLNZ#1,galacticrepublic,30,9,5,9,3,6,4,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z364XWW234WWWW249Y366XW138W134W88W5WWY342X119WW30WWW108Y317XWW&sn=Random%20Squad&obs=
JDLNZ#2,separatistalliance,24,13,12,6,0,0,6,2.8333333333333335,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z309X100W208WY305XWWW229Y328XW223WWY337XWW109Y343XW208WY309XWW&sn=Random%20Squad&obs=
Jedi Oswald1534#1,rebelalliance,24,12,12,5,1,1,5,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z16X108Y391XWWW10WWW313Y15X106Y7XWWW142Y51XWW&sn=Random%20Squad&obs=
Jedi Oswald1534#2,galacticempire,22,13,13,4,0,0,5,2.2,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z161XWW134W102W109WY212XWWWY182XWY182XW105Y178XWW&sn=Random%20Squad&obs=
Jef Dynasty#1,firstorder,18,9,12,7,0,0,4,4.25,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z267X122WW105Y233X125W186WY267X131W206WY237XWWW102&sn=Random%20Squad&obs=
Jef Dynasty#2,rebelalliance,22,11,13,4,0,0,5,2.8,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z53X127W99Y24XW135W7WY13XWY48XWWWWWY54XWW&sn=Random%20Squad&obs=
Jeff Mc#1,galacticrepublic,22,8,8,10,1,1,4,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321X102WY314X73W6W200WY332X256W112W241W234Y363X138WWW2WW&sn=Random%20Squad&obs=
Jeff Mc#2,separatistalliance,26,12,10,3,1,1,5,2.4,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z355XW236Y272XWWWWWWWW222Y279XWWY328XWW164WY337XWW&sn=Random%20Squad&obs=
Jeff W#1,firstorder,26,11,10,6,2,4,4,2.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z265X177W236Y268X177WY251X202WWWWWW111W249Y283XWWW&sn=Random%20Squad&obs=
Jeff W#2,scumandvillainy,26,10,8,8,2,3,4,3.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z154X122WW101WWW88WWW150Y148XW112W234W236WY95X125WWY113XWWWWWW&sn=Random%20Squad&obs=
Jello_Knight#1,galacticrepublic,21,9,8,10,0,0,4,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z331X116W240W6WY314X203W213W201W211Y316X123WWY317X124W101W&sn=Random%20Squad&obs=
Jello_Knight#2,resistance,28,9,8,7,0,0,4,3.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z387X125W131WW186Y380X102WWWWWY379XWWW165W166WY245XWWW243WWWW&sn=Random%20Squad&obs=
Jeremy Wilson#1,firstorder,26,10,9,7,0,0,4,3.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z285X125W177W101W86W240WY289X206WWW30WWWWY233XWWY268XW&sn=Random%20Squad&obs=
Jeremy Wilson#2,separatistalliance,28,13,10,5,0,0,5,2.6,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z325X113WWWW237Y356XWY337X99WWY336XWWWW68WWWY344XWW164W&sn=Random%20Squad&obs=
jesedk#1,galacticempire,25,8,5,8,0,0,3,4.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z173X199W112W99WY184XWWW164Y166X114W11WWW165W162&sn=Random%20Squad&obs=
jesedk#2,galacticrepublic,31,9,5,4,0,0,4,4.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z366X256WW135W253WWWY315XWW165Y339XWWWWY365XWWWWWW&sn=Random%20Squad&obs=
jetsetter#1,rebelalliance,25,8,7,11,0,0,4,3.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z26X118W137W134WW109W68WY15XY18XWW101W86W52WW71WY47XWW37W109WW&sn=Random%20Squad&obs=
jetsetter#2,scumandvillainy,30,10,8,5,1,3,4,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z400X234W10WWWW249W159WY110XW113WWWWY84XWWWWWWWY93XWW&sn=Random%20Squad&obs=
JKLOL#1,rebelalliance,21,9,8,10,0,0,4,3.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z27XW138W136W6W166W70W77Y2X133WW7W106W142Y55XWWY14XW&sn=Random%20Squad&obs=
JKLOL#2,firstorder,28,11,5,3,0,0,3,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z251XW185WW54WWW113WY238XWWWWWWWY384XWWW&sn=Random%20Squad&obs=
JM#1,scumandvillainy,26,9,6,12,0,0,4,2.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z88X138W135WW4W68W92W105Y141X178W48WW91W109Y158XW100WWY129X119WWWWW&sn=Random%20Squad&obs=
JM#2,resistance,31,10,7,2,0,0,4,3.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z250XWW231W76WWWWY245XWWWWWWWY301XWWY350XWWW&sn=Random%20Squad&obs=
JMcK#1,galacticempire,33,10,7,3,1,1,4,3.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z219XWY215XWWW28W38WWW236WY171XWWY166XWWWWW&sn=Random%20Squad&obs=
JMcK#2,scumandvillainy,24,10,10,9,2,4,5,3.2,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z303X236Y86XWW134WW6W235W93WY156X116WW95W249Y158XWWW164Y94XWW&sn=Random%20Squad&obs=
Joel Springle#1,galacticempire,19,11,9,8,2,9,4,2.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z209X132W76W68WY182X166W164Y186X60W26W108Y222XW&sn=Random%20Squad&obs=
Joel Springle#2,rebelalliance,28,10,4,6,0,0,3,2.3333333333333335,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z392XW136W111WWWWWW148Y24X114WWWY60X53W44W&sn=Random%20Squad&obs=
John McDermid#1,scumandvillainy,24,9,8,7,0,0,4,2.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z303X166Y94X123W36W247Y87XWWW85WWW91WY125XWWW92WW&sn=Random%20Squad&obs=
John McDermid#2,galacticrepublic,26,8,6,10,2,14,4,3.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z315X256W311WY320X116WWY364X124WWW86WW70W106Y365XWW136W86W6WW&sn=Random%20Squad&obs=
Johnn Crane#1,resistance,28,9,7,8,0,0,4,2.75,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z350X172W177W54WY250X113W206W243WWWW317WY270XWWW198Y346XWWWWWW&sn=Random%20Squad&obs=
Johnn Crane#2,firstorder,27,11,10,6,0,0,4,1.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z290XW164Y251X318WW30WW183W232W113WY286XWWY269XW&sn=Random%20Squad&obs=
JonBabcock#1,firstorder,22,9,6,6,0,0,3,3.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z259XWWWWY251X318W185WW184WW232W114WY382XW178WW&sn=Random%20Squad&obs=
JonBabcock#2,separatistalliance,25,12,10,6,0,0,5,2.4,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z329X114WW311W108W237Y309XWWY334XWWW59WWW110WWY356XWY310XWW&sn=Random%20Squad&obs=
Josef R#1,scumandvillainy,29,10,10,6,1,1,5,3.8,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z157XW98WW247Y93XWW236Y115X120WW11W31WWWWY398XWWWY118XWWWWWW&sn=Random%20Squad&obs=
Josef R#2,resistance,29,9,7,4,0,0,4,3.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z346XW11WWWWWY246X132WWW244W76WWWY271XWWWY377XWWWWWW&sn=Random%20Squad&obs=
Josh#1,galacticrepublic,27,9,6,9,2,5,4,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z366X119W137W234WWW69W249Y331X132WWW135Y341XWW88W2WY323XWW&sn=Random%20Squad&obs=
Josh#2,galacticempire,35,11,6,3,0,0,4,2.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z216XWWWWWWW147Y167X112WWW27WWY213XWWY178XWW&sn=Random%20Squad&obs=
Jossmabic#1,scumandvillainy,27,10,8,6,0,0,4,3.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102X136Y152XWW101WWWW95W165W150Y93XWW164Y140XWWWWW&sn=Random%20Squad&obs=
Jossmabic#2,firstorder,30,11,5,4,0,0,3,2.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z386XWW100Y251XWW32W194WWWW110Y288XWWWWWWW&sn=Random%20Squad&obs=
judealan#1,galacticrepublic,30,9,5,5,0,0,4,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z333X256W113WW136Y280X234WWWWY363XWWW214WWY362XWWWWWW&sn=Random%20Squad&obs=
judealan#2,galacticempire,34,12,8,5,1,2,5,2.8,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z395X124WW317WY189XWWWWWY168X113WWWW106WY192XWWWWWWW165Y187XWWWWW&sn=Random%20Squad&obs=
Justin Dicke#1,galacticempire,24,10,8,7,1,2,4,3.25,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z167X112W11WW49WW162Y202XW88WY189XWWW99WWY394X251WW&sn=Random%20Squad&obs=
Justin Dicke#2,scumandvillainy,30,11,9,9,2,3,5,2.6,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z142XW43W71W95WY113XW45W68W93W236WWY248X127WY129XWWWWW109Y88XWWWWWW&sn=Random%20Squad&obs=
JVSfc#1,rebelalliance,19,10,10,7,0,0,4,3.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z55X127WW105Y22X115W111WWWY14XWY6X116W134WWW142&sn=Random%20Squad&obs=
JVSfc#2,scumandvillainy,37,11,6,5,0,0,4,2.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z131X116WW311WW95W110Y155XWWWWWWWY90X125WWWWWWWY151XWWW&sn=Random%20Squad&obs=
Jyico#1,galacticrepublic,28,9,6,8,0,0,4,2.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z330X112WW135Y321X98W109Y362XWW135W225WWWY280XWWW214W164&sn=Random%20Squad&obs=
Jyico#2,firstorder,22,8,6,12,2,4,3,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z242X256W178W99W182W112W106Y268X177W249Y289XWW184WW30WW112W108&sn=Random%20Squad&obs=
Katahdin44#1,scumandvillainy,28,10,11,10,1,3,5,3.4,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z89X121W102W30WW83WW106W152Y135X116WWY138X249WY398XWWW164Y94X127WW&sn=Random%20Squad&obs=
Katahdin44#2,resistance,22,8,8,10,2,4,4,3.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z347X186WW136W245W242W5W249Y350XWW53W108Y378X123WWWWWWY240XWW311W&sn=Random%20Squad&obs=
Kaz#1,scumandvillainy,22,11,9,5,0,0,4,3.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z94X123WW106Y150XW111WWW163WY124X100WWWWY119XWWWWW&sn=Random%20Squad&obs=
Kaz#2,galacticempire,22,11,9,3,1,7,4,2.75,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z197XW240WW99Y208XWWWWWWY213XWWY201XWW86W&sn=Random%20Squad&obs=
Kckid07#1,galacticempire,23,10,10,5,1,1,4,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z186X37W28W108Y174X115WWWY198X240WWY220XW&sn=Random%20Squad&obs=
Kckid07#2,galacticrepublic,27,9,6,5,0,0,4,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z338XW136WW227WW109Y361XW136WWW68WY323XWWY331XWWW&sn=Random%20Squad&obs=
kengrory#1,rebelalliance,32,9,2,6,0,0,3,2.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z63X234WWWW21W110WWY80XW136W54WW3WY18XWWWWWWW&sn=Random%20Squad&obs=
